component_id,name,source_column,mention_count
Component_337,后背箱,68、针对操作便利中的“储物空间”方面您觉得该车型优劣点的体验是？—优秀点,1
Component_338,前机舱储物空间,68、针对操作便利中的“储物空间”方面您觉得该车型优劣点的体验是？—优秀点,1
Component_339,四门储物空间,68、针对操作便利中的“储物空间”方面您觉得该车型优劣点的体验是？—优秀点,1
Component_340,后排座椅靠背放倒储物空间,68、针对操作便利中的“储物空间”方面您觉得该车型优劣点的体验是？—优秀点,1
Component_341,前备箱储物盒,68、针对操作便利中的“储物空间”方面您觉得该车型优劣点的体验是？—优秀点,1
Component_342,备胎池下面的储物盒,68、针对操作便利中的“储物空间”方面您觉得该车型优劣点的体验是？—优秀点,1
Component_343,后备箱,68、针对操作便利中的“储物空间”方面您觉得该车型优劣点的体验是？—优秀点,2
Component_344,前备箱,68、针对操作便利中的“储物空间”方面您觉得该车型优劣点的体验是？—优秀点,3
Component_345,冰箱扶手箱,68、针对操作便利中的“储物空间”方面您觉得该车型优劣点的体验是？—优秀点,1
Component_346,三排座椅折叠后储物空间,68、针对操作便利中的“储物空间”方面您觉得该车型优劣点的体验是？—优秀点,1
Component_347,副仪表板,68、针对操作便利中的“储物空间”方面您觉得该车型优劣点的体验是？—优秀点,1
Component_348,二排座椅,68、针对操作便利中的“储物空间”方面您觉得该车型优劣点的体验是？—优秀点,1
Component_349,门板储物空间,68、针对操作便利中的“储物空间”方面您觉得该车型优劣点的体验是？—优秀点,1
Component_350,第三排空间,68、针对操作便利中的“储物空间”方面您觉得该车型优劣点的体验是？—优秀点,1
Component_351,后备厢,68、针对操作便利中的“储物空间”方面您觉得该车型优劣点的体验是？—优秀点,1
Component_352,尾箱,68、针对操作便利中的“储物空间”方面您觉得该车型优劣点的体验是？—优秀点,1
Component_353,行李箱,68、劣势点,2
Component_354,方向盘开关,68、劣势点,1
Component_355,副驾储物盒,68、劣势点,1
Component_356,副仪表置杯架,68、劣势点,1
Component_357,后排座椅,68、劣势点,1
Component_358,后备箱,68、劣势点,2
Component_359,中控,68、劣势点,1
Component_360,小冰箱,68、劣势点,1
Component_361,储物空间,68、劣势点,2
Component_362,三排座椅,68、劣势点,1
Component_363,行李厢,68、劣势点,1
Component_364,副驾储物箱,68、劣势点,1
Component_365,冰箱,68、劣势点,1
Component_366,console储物空间,68、劣势点,1
Component_367,车辆功能,77、针对服务体验中的“接待与专业性”方面您觉得该车型优劣点的体验是？—优秀点,1
Component_368,使用方式,77、针对服务体验中的“接待与专业性”方面您觉得该车型优劣点的体验是？—优秀点,1
Component_369,试乘试驾,77、针对服务体验中的“接待与专业性”方面您觉得该车型优劣点的体验是？—优秀点,1
Component_370,服务,77、针对服务体验中的“接待与专业性”方面您觉得该车型优劣点的体验是？—优秀点,2
Component_371,产品,77、针对服务体验中的“接待与专业性”方面您觉得该车型优劣点的体验是？—优秀点,1
Component_372,展示,77、针对服务体验中的“接待与专业性”方面您觉得该车型优劣点的体验是？—优秀点,1
Component_373,车展介绍,77、针对服务体验中的“接待与专业性”方面您觉得该车型优劣点的体验是？—优秀点,1
Component_374,接待服务,77、针对服务体验中的“接待与专业性”方面您觉得该车型优劣点的体验是？—优秀点,1
Component_375,讲解服务,77、针对服务体验中的“接待与专业性”方面您觉得该车型优劣点的体验是？—优秀点,1
Component_376,产品功能,77、针对服务体验中的“接待与专业性”方面您觉得该车型优劣点的体验是？—优秀点,1
Component_377,亲和力,77、针对服务体验中的“接待与专业性”方面您觉得该车型优劣点的体验是？—优秀点,1
Component_378,销售人员,77、针对服务体验中的“接待与专业性”方面您觉得该车型优劣点的体验是？—优秀点,1
Component_379,预约,77、针对服务体验中的“接待与专业性”方面您觉得该车型优劣点的体验是？—优秀点,1
Component_380,接待,77、针对服务体验中的“接待与专业性”方面您觉得该车型优劣点的体验是？—优秀点,8
Component_381,上门服务,77、针对服务体验中的“接待与专业性”方面您觉得该车型优劣点的体验是？—优秀点,1
Component_382,接待人员,77、针对服务体验中的“接待与专业性”方面您觉得该车型优劣点的体验是？—优秀点,1
Component_383,车辆配置,77、针对服务体验中的“接待与专业性”方面您觉得该车型优劣点的体验是？—优秀点,1
Component_384,国家政策,77、针对服务体验中的“接待与专业性”方面您觉得该车型优劣点的体验是？—优秀点,1
Component_385,税收,77、针对服务体验中的“接待与专业性”方面您觉得该车型优劣点的体验是？—优秀点,1
Component_386,前机舱储物空间,77、针对服务体验中的“接待与专业性”方面您觉得该车型优劣点的体验是？—优秀点,1
Component_387,语音助手,77、针对服务体验中的“接待与专业性”方面您觉得该车型优劣点的体验是？—优秀点,1
Component_388,座椅,77、针对服务体验中的“接待与专业性”方面您觉得该车型优劣点的体验是？—优秀点,1
Component_389,试驾,77、针对服务体验中的“接待与专业性”方面您觉得该车型优劣点的体验是？—优秀点,2
Component_390,特斯拉车主,77、针对服务体验中的“接待与专业性”方面您觉得该车型优劣点的体验是？—优秀点,1
Component_391,自动泊车,77、针对服务体验中的“接待与专业性”方面您觉得该车型优劣点的体验是？—优秀点,1
Component_392,车顶玻璃,77、针对服务体验中的“接待与专业性”方面您觉得该车型优劣点的体验是？—优秀点,1
Component_393,直营店模式,77、针对服务体验中的“接待与专业性”方面您觉得该车型优劣点的体验是？—优秀点,1
Component_394,销售,77、针对服务体验中的“接待与专业性”方面您觉得该车型优劣点的体验是？—优秀点,2
Component_395,热情,77、针对服务体验中的“接待与专业性”方面您觉得该车型优劣点的体验是？—优秀点,2
Component_396,解答疑问,77、针对服务体验中的“接待与专业性”方面您觉得该车型优劣点的体验是？—优秀点,1
Component_397,接待态度,77、针对服务体验中的“接待与专业性”方面您觉得该车型优劣点的体验是？—优秀点,1
Component_398,耐心,77、针对服务体验中的“接待与专业性”方面您觉得该车型优劣点的体验是？—优秀点,2
Component_399,亲切,77、针对服务体验中的“接待与专业性”方面您觉得该车型优劣点的体验是？—优秀点,1
Component_400,介绍关注点,77、针对服务体验中的“接待与专业性”方面您觉得该车型优劣点的体验是？—优秀点,1
Component_401,介绍,77、针对服务体验中的“接待与专业性”方面您觉得该车型优劣点的体验是？—优秀点,3
Component_402,销售人员热情,77、针对服务体验中的“接待与专业性”方面您觉得该车型优劣点的体验是？—优秀点,1
Component_403,讲解优点,77、针对服务体验中的“接待与专业性”方面您觉得该车型优劣点的体验是？—优秀点,1
Component_404,混动,77、针对服务体验中的“接待与专业性”方面您觉得该车型优劣点的体验是？—优秀点,1
Component_405,纯电续航,77、针对服务体验中的“接待与专业性”方面您觉得该车型优劣点的体验是？—优秀点,1
Component_406,电动滑门,77、针对服务体验中的“接待与专业性”方面您觉得该车型优劣点的体验是？—优秀点,1
Component_407,空间,77、针对服务体验中的“接待与专业性”方面您觉得该车型优劣点的体验是？—优秀点,1
Component_408,竞品车,77、针对服务体验中的“接待与专业性”方面您觉得该车型优劣点的体验是？—优秀点,1
Component_409,功能,77、针对服务体验中的“接待与专业性”方面您觉得该车型优劣点的体验是？—优秀点,1
Component_410,操作体验,77、针对服务体验中的“接待与专业性”方面您觉得该车型优劣点的体验是？—优秀点,1
Component_411,车辆信息,77、针对服务体验中的“接待与专业性”方面您觉得该车型优劣点的体验是？—优秀点,1
Component_412,同事支持,77、针对服务体验中的“接待与专业性”方面您觉得该车型优劣点的体验是？—优秀点,1
Component_413,讲解,77、针对服务体验中的“接待与专业性”方面您觉得该车型优劣点的体验是？—优秀点,3
Component_414,人员,77、针对服务体验中的“接待与专业性”方面您觉得该车型优劣点的体验是？—优秀点,1
Component_415,培训,77、针对服务体验中的“接待与专业性”方面您觉得该车型优劣点的体验是？—优秀点,1
Component_416,联系方式,77、针对服务体验中的“接待与专业性”方面您觉得该车型优劣点的体验是？—优秀点,1
Component_417,会面,77、针对服务体验中的“接待与专业性”方面您觉得该车型优劣点的体验是？—优秀点,1
Component_418,联系,77、针对服务体验中的“接待与专业性”方面您觉得该车型优劣点的体验是？—优秀点,1
Component_419,专业性,77、劣势点,2
Component_420,常用备件,77、劣势点,1
Component_421,热情度,77、劣势点,1
Component_422,专业度,77、劣势点,1
Component_423,接待,77、劣势点,2
Component_424,车展,77、劣势点,1
Component_425,试驾,77、劣势点,1
Component_426,路况确认,77、劣势点,1
Component_427,专业能力,77、劣势点,1
Component_428,流程自动化,77、劣势点,1
Component_429,专业词汇,77、劣势点,1
Component_430,智驾搭载,77、劣势点,1
Component_431,车展导购,77、劣势点,1
Component_432,敬业度,77、劣势点,1
Component_433,销售人员,77、劣势点,1
Component_434,客户服务形象,77、劣势点,1
Component_435,储物空间,77、劣势点,1
Component_436,功能,77、劣势点,1
