respondent_id,time_spent,age,gender,family_status,vehicle_ownership,personality_consumption_score,trend_consumption_score,fashion_consumption_score,quality_consumption_score,brand,model,store,appearance_design_score,appearance_design_experience_areas,appearance_design_overall_positive_feedback,appearance_design_overall_negative_feedback,appearance_design_front_side_positive_feedback,appearance_design_front_side_negative_feedback,appearance_design_paint_color_positive_feedback,appearance_design_paint_color_negative_feedback,appearance_design_other_positive_feedback,appearance_design_other_negative_feedback,appearance_design_media,interior_design_quality_score,interior_design_quality_experience_areas,interior_design_layout_positive_feedback,interior_design_layout_negative_feedback,interior_material_workmanship_positive_feedback,interior_material_workmanship_negative_feedback,interior_color_atmosphere_positive_feedback,interior_color_atmosphere_negative_feedback,interior_design_details_positive_feedback,interior_design_details_negative_feedback,interior_design_other_positive_feedback,interior_design_other_negative_feedback,interior_design_quality_media,smart_cabin_score,smart_cabin_experience_areas,smart_cabin_hardware_positive_feedback,smart_cabin_hardware_negative_feedback,smart_cabin_ui_positive_feedback,smart_cabin_ui_negative_feedback,smart_cabin_ecosystem_positive_feedback,smart_cabin_ecosystem_negative_feedback,smart_cabin_voice_assistant_positive_feedback,smart_cabin_voice_assistant_negative_feedback,smart_cabin_unique_features_positive_feedback,smart_cabin_unique_features_negative_feedback,smart_cabin_other_positive_feedback,smart_cabin_other_negative_feedback,smart_cabin_media,configuration_value_score,configuration_value_experience_areas,configuration_wow_features_positive_feedback,configuration_wow_features_experience,configuration_comfort_features_positive_feedback,configuration_comfort_features_negative_feedback,configuration_tech_features_positive_feedback,configuration_tech_features_negative_feedback,configuration_other_positive_feedback,configuration_other_negative_feedback,configuration_value_media,overall_quality_score,overall_quality_experience_areas,body_gap_positive_feedback,body_gap_negative_feedback,material_color_consistency_positive_feedback,material_color_consistency_negative_feedback,closure_quality_positive_feedback,closure_quality_negative_feedback,button_quality_positive_feedback,button_quality_negative_feedback,overall_quality_other_positive_feedback,overall_quality_other_negative_feedback,overall_quality_media,driving_safety_score,driving_safety_experience_areas,safety_info_expression_positive_feedback,safety_info_expression_negative_feedback,passive_safety_positive_feedback,passive_safety_negative_feedback,active_safety_positive_feedback,active_safety_negative_feedback,driving_safety_other_positive_feedback,driving_safety_other_negative_feedback,driving_safety_media,riding_comfort_score,riding_comfort_experience_areas,seat_comfort_positive_feedback,seat_comfort_negative_feedback,space_positive_feedback,space_negative_feedback,comfort_features_positive_feedback,comfort_features_negative_feedback,quietness_positive_feedback,quietness_negative_feedback,air_conditioning_positive_feedback,air_conditioning_negative_feedback,riding_comfort_other_positive_feedback,riding_comfort_other_negative_feedback,riding_comfort_media,operation_convenience_score,operation_convenience_experience_areas,storage_space_positive_feedback,storage_space_negative_feedback,convenience_design_positive_feedback,convenience_design_negative_feedback,button_operation_positive_feedback,button_operation_negative_feedback,charging_convenience_positive_feedback,charging_convenience_negative_feedback,operation_convenience_other_positive_feedback,operation_convenience_other_negative_feedback,operation_convenience_media,service_experience_score,service_experience_experience_areas,store_experience_positive_feedback,store_experience_negative_feedback,reception_professionalism_positive_feedback,reception_professionalism_negative_feedback,demonstration_positive_feedback,demonstration_negative_feedback,service_experience_other_positive_feedback,service_experience_other_negative_feedback,service_experience_media,driving_comfort_score,driving_comfort_experience_areas,chassis_tuning_positive_feedback,chassis_tuning_negative_feedback,view_positive_feedback,view_negative_feedback,driving_experience_positive_feedback,driving_experience_negative_feedback,noise_reduction_positive_feedback,noise_reduction_negative_feedback,driving_comfort_other_positive_feedback,driving_comfort_other_negative_feedback,driving_comfort_media,brand_user_group_experience,innovation_insight,innovation_media,cost_control_insight,cost_control_media
100,1141秒,40-44岁,男,已婚2孩/多人口,是，请补充车型〖Suv〗,3,3,5,3,岚图,理想家,车展,8,车型整体,高级感，前卫感,,,,,,,,(空),8,内饰设计风格与布局┋用料及工艺,内装整体高级感,二排过道狭窄,车顶未必用麂皮(容易留下痕迹，看起来车内到处都起痕迹)，很整洁，真皮舒适。,,,,,,,,(空),8,硬件基础,提供自研与鸿蒙可选择,鸿蒙系统价格贵不少，作为用户不一定选择鸿蒙系统。,,,,,,,,,,,(空),8,舒适配置,(跳过),(跳过),全车座椅坐得舒服，第三排角度可调。,,,,,,(空),7,材质/颜色一致性,,,商用车或家用车均可接受,,,,,,,,(空),7,安全信息的表达,仅静态观摩，无动态驾乘。,,,,,,,,(空),8,座椅舒适性,座椅坐的舒服,,,,,,,,,,,,(空),7,其他〖无〗,,,,,,,,,,,(空),9,接待与专业性,,,能够将车辆所有配置的优点放大，话术能够让用户心动，而且也会详细跟用户说明国家政策，税收等。一切为用户考虑。,,,,,,(空),,(空),,,,,,,,,,,(空),,,(空),,(空)
101,2416秒,35-39岁,男,已婚1孩,是，请补充车型〖比亚迪宋DM〗,5,5,5,5,比亚迪方程豹,方程豹钛7-两驱Max版,广州市-方程豹汽车广州白云大道旗舰中心,8,车型整体,整体方盒子比较协调,有点偏大,,,,,,,,8,用料及工艺,,,座椅材质很柔软,按摩偏硬,,,,,,,,8,独特功能亮点,,,,,,,,,能耗统计数据有历史数据,座舱UI比较普通，无个性,,,,9,“哇塞”配置,同级别车性价比超高,很好,,,,,,,(空),7,材质/颜色一致性,,,内饰很协调,仪表台很多凹坑,,,,,,,,7,安全信息的表达,驾驶安全信息传递到位,,,,,,,,,9,空间,,,同级别超大空间,,,,,,,,,,,7,按键操作便利性,,,,,保留了实用的实体开关,模式开关不好理解,,,,,,6,门店感受,车辆随意给用户操作,讲解不深入,,,,,,,,6,风噪/胎噪等静谧行,,,,,,,,,,,(空),,,(空),,(空)
102,4371秒,35-39岁,男,已婚2孩/多人口,是，请补充车型〖aion Y〗,2,4,4,4,理想,i6（只有一个版本配置）,广州车展理想展厅,7,车型整体┋前脸/侧围┋漆面/颜色,外观总体造型有辨识度有创新，与其他品牌能够区分开来，延续理想家族的一体式鲨鱼形态。在如今各个车企造型同质化严重的情况下有创新。,造型可能会存在两种极端，喜欢的人就很喜欢，不喜欢的可能会觉得有点另类。,前脸和侧围紧凑一体感较强，车头扁平低矮应该有利于风阻降低，分缝较少，一体式的感觉突出。发罩上盖星环灯非常具有辨识度。前脸总体紧凑简约。,1、感觉发罩、保险杠、翼子板三者结合处间隙面差不好保证，对单品制造、安装精度要求高，稍有不慎容易造成视觉上不对称。2、四门焊点外露数量较多。,整体漆面饱满、光泽度高，给人一种漆膜很硬的感觉。,,,,,6,用料及工艺┋色彩与氛围,,,大面积使用软包，内饰造型、材质、颜色延续理想一贯的偏简约质朴的风格，仪表集成与方向盘上。内饰仪表、方向盘等平台化高。门饰板与仪表板配合间隙面差优秀。,内饰总体布局、颜色略显沉闷，不够年轻年轻与运动。,色彩中规中矩，偏沉稳，门饰板配备氛围灯，随音乐变色。,内饰总体家族式风格，感觉理想的所有车型都是一样的内饰风格，有点单调。,,,,,,7,硬件基础┋语音助手,仪表上两块大屏幕配置，后排大娱乐。,暂无,,,,,语音助手响应快，多指令同时输出可快速执行。,暂无,,,,,https://alifilezx.sojump.cn/338144886_103_q34_20251123163857411VA3R4Z.mov?Expires=1771984639&OSSAccessKeyId=LTAI5t5yGPC18zF31HzHsQKG&Signature=6nA1QSLn5eDn9Civ0lGGDKmvvUQ%3D&response-content-disposition=attachment%3Bfilename%3D104_34_IMG_3104.mov，https://alifilezx.sojump.cn/338144886_103_q34_20251123163858770I6OVCM.mov?Expires=1771984639&OSSAccessKeyId=LTAI5t5yGPC18zF31HzHsQKG&Signature=LOJQWX1nDTlD%2BYjaKBM9FqUNv%2F8%3D&response-content-disposition=attachment%3Bfilename%3D104_34_IMG_3104.mov，https://alifilezx.sojump.cn/338144886_103_q34_20251123163859692W2799M.mov?Expires=1771984639&OSSAccessKeyId=LTAI5t5yGPC18zF31HzHsQKG&Signature=Iqv92ie5d6wit8HEXocF1mpbXJA%3D&response-content-disposition=attachment%3Bfilename%3D104_34_IMG_3104.mov,7,“哇塞”配置┋舒适配置┋科技配置,前机舱储物空间,1.前盖双敲击开启，同时联动发罩星环灯亮与熄灭提示是否关闭到位，有互动感。2.增加储物空间，同时与车内座舱完全独立，买菜、露营时可存储一些带气味的食物，生鲜，有排水口，易冲洗清洁，实用性非常强。,后排座椅靠背可大角度电动调节，前排0重力座椅配置。,暂无,全车标配空气悬架,暂无,,,https://alifilezx.sojump.cn/338144886_103_q41_20251123165213051QR6F0V.mov?Expires=1771984639&OSSAccessKeyId=LTAI5t5yGPC18zF31HzHsQKG&Signature=exivuAt14TC1HfVj%2Bbj%2FyQ9tI9s%3D&response-content-disposition=attachment%3Bfilename%3D104_41_IMG_3086.mov，https://alifilezx.sojump.cn/338144886_103_q41_202511231652139110UYIDE.jpeg?Expires=1771984639&OSSAccessKeyId=LTAI5t5yGPC18zF31HzHsQKG&Signature=LnS8ocQF23Mzir473S1nxqMF2bM%3D&response-content-disposition=attachment%3Bfilename%3D104_41_IMG_3131.jpeg，https://alifilezx.sojump.cn/338144886_103_q41_20251123165214067AMBCPY.jpeg?Expires=1771984639&OSSAccessKeyId=LTAI5t5yGPC18zF31HzHsQKG&Signature=9KA4J3L3d5RQ9q9VeSS9KPgC6aU%3D&response-content-disposition=attachment%3Bfilename%3D104_41_IMG_3131.jpeg，https://alifilezx.sojump.cn/338144886_103_q41_202511231652142089AX4QQ.jpeg?Expires=1771984639&OSSAccessKeyId=LTAI5t5yGPC18zF31HzHsQKG&Signature=4k338zf7oWIXusGY%2FSnA%2FJcUtkE%3D&response-content-disposition=attachment%3Bfilename%3D104_41_IMG_3131.jpeg，https://alifilezx.sojump.cn/338144886_103_q41_20251123165214349GJ3Z9D.jpeg?Expires=1771984639&OSSAccessKeyId=LTAI5t5yGPC18zF31HzHsQKG&Signature=vnrQuExtKAhZRTFjUH9YAnfsx28%3D&response-content-disposition=attachment%3Bfilename%3D104_41_IMG_3131.jpeg,8,车身缝隙┋材质/颜色一致性,外观间隙面差有精致感,暂无,车身漆面饱满，光泽度高，给人高级感。,暂无,,,,,,,,8,安全信息的表达,车内摄像头配置让人印章深刻，打开车内摄像头可以安全、方便观察到后排小孩的情况。,暂无,,,,,,,,9,座椅舒适性┋空间,座椅包裹性特别好，软硬适中，头枕特别舒服,暂无,腿部、头部空间均很足，乘坐空间舒适。,暂无,,,,,,,,,,8,储物空间,储物空间较多，搁置与取物均方便。前机舱储物空间、四门储物空间，后排座椅靠背放倒储物空间大。,副仪表置杯架太浅，放水杯容易不稳。后排座椅放倒与立起的操作都只能在后备箱操作，具有不便利性。,,,,,,,,,,9,接待与专业性,,,接待讲解非常专业，问的问题都能即时回答，解释合理。同时善于推销和演示产品的卖点：前机舱储物空间、语音助手快速响应、座椅乘坐舒适性等。,暂无,,,,,(空),,(空),,,,,,,,,,,(空),,前机舱储物空间双敲击打开，与发罩星环灯点亮互动具备场景创新，且十分实用，用来放置和存储一些带气味的海鲜、肉类等非常方便，给人一种与座舱分离开来的卫生感。,https://alifilezx.sojump.cn/338144886_104_q91_20251123171041428H6L9NW.mov?Expires=1771984639&OSSAccessKeyId=LTAI5t5yGPC18zF31HzHsQKG&Signature=cmclMvCmmxtGu%2B5mLGKA09g%2BwHo%3D&response-content-disposition=attachment%3Bfilename%3D104_91_IMG_3086.mov，https://alifilezx.sojump.cn/338144886_104_q91_20251123171042209NG7W6Q.jpeg?Expires=1771984639&OSSAccessKeyId=LTAI5t5yGPC18zF31HzHsQKG&Signature=IbdrVGS%2FMKZikOzqzNoISAngrF8%3D&response-content-disposition=attachment%3Bfilename%3D104_91_IMG_3085.jpeg,1.对四门，尾门流水槽焊点似乎没有太在意，并未投入过多饰板去遮蔽。2.四门似乎没有缓冲橡胶垫块，可以降本还美观。,
103,714秒,35-39岁,男,已婚2孩/多人口,是，请补充车型〖埃安sp.，速博GS5周年纪念版〗,5,3,5,5,埃安,埃安i60,广州海珠体验中心,6,其他〖内外饰〗,,,,,,,较霸王龙圆润,车头还是比较大,,7,内饰设计风格与布局,感觉比较低廉,低廉的感觉,,,,,,,,,,7,硬件基础,芯片一般,车机芯片性能比新势稍逊,,,,,,,,,,,,9,“哇塞”配置,价格很有吸引力,很优惠,,,,,,,,9,按键质感,,,,,,,按键质感一般,质感一般,,,,8,安全信息的表达,没体验到,,,,,,,,,8,座椅舒适性,很宽敞,,,,,,,,,,,,,8,充电便利性,,,,,,,充电口在后面,,,,,5,接待与专业性,,,,没什么人接待,,,,,,7,其他,,,,,,,,,,,(空),,,(空),,(空)
104,1300秒,30-34岁,男,已婚1孩,是，请补充车型〖皇冠〗,4,4,5,3,特斯拉,ModelY后轮驱动长续航,广州天环广场店,9,车型整体,整体比例很耐看，造型很经典，造型不夸张，采用家族式设计,新款车头比旧款稍微难看点,,,,,,,(空),7,内饰设计风格与布局┋用料及工艺┋设计细节,内饰风格很简约，操控很简洁,,,内饰用料比较一般，布料，硬塑料偏多,,,后备箱盖板设计很人性，可以竖起来插入一个插槽，方便取放物品，见图片,,,,,9,硬件基础┋UI设计┋独特功能亮点,硬件平台化做得很好,屏幕分辨率太低,UI很人性化，很清楚简洁，容易上手,,,,,,空调有好几个模式选择，说明书做得很人性化，容易上手，详见图片,,,,,7,科技配置,(跳过),(跳过),,,FSD配置很高，科技感很强,,,,(空),9,其他〖电池和车身很让人放心〗,,,,,,,,,电池安全性足够，电池品牌口碑好，车身刚度大,,(空),9,被动安全┋主动安全,,,车身强度大，电池安全口碑好，单踏板模式可以缩短制动距离,,FSD的视觉方案让人很放心,,,,(空),6,座椅舒适性┋空间┋其他〖悬架〗,座椅比较宽大,座椅比较硬,空间很大，头部腿部空间够,,,,,,,,悬架很扎实很稳,悬架偏硬，减速带颠簸明显,(空),9,储物空间┋按键操作便利性,储物空间很多，除了前备箱储物盒，还有备胎池下面的储物盒,,,,方向盘按键很简洁，比如左拨杆只有转向灯功能，远光提醒功能集成在方向盘开关上，但是方向盘开关按键不多，学习成本很低，借助符号一看就懂,,,,,,(空),9,门店感受┋接待与专业性,进门送一瓶水，门店很有科技感，电脑的操作界面很清晰，价格显示很透明,,预约试驾后3分钟就有人接待，而且当天就可以试驾，接待的人是特斯拉车主，对车辆各方面十分熟悉，而且讲解很会避开痛点，比如自动泊车停歪了会解释成方便下车，客户问到车的缺陷，比如车顶玻璃容易被石子打穿了，会回答车辆车顶玻璃硬度很高等等,,,,,,,8,视野┋驾驶感受(加速、制动、专项等）,,,视野很好，a柱没有遮挡，后视镜很清楚,内后视镜有点小,单踏板模式比较节能，悬架很扎实,单踏板模式顿挫，家人比较难受，需要适应,,,,,(空),年轻人很多，而且很多女性去关注特斯拉，很受女性车主欢迎,,(空),,(空)
105,1673秒,35-39岁,女,已婚1孩,是，请补充车型〖2017款传祺GS4〗,3,4,4,2,极氪7X,极氪7X 2026款 75KWh后驱MAX版,广州车展,8,车型整体┋前脸/侧围,整体设计较为简洁流畅，精致性较好,车型颜色配置缺少年轻化，较为,前脸采用大发罩，增加大气感，辨识度高,抽屉式把手，不太喜欢,,,,,(空),9,用料及工艺┋色彩与氛围,,,颜色温柔，触感舒适,暂未发现,该有的都有吧，较温馨,内饰可选颜色较少,,,,,(空),8,语音助手,,,,,,,识别灵敏，可支持连续指令,极氪7X的NFC和UWB钥匙只支持苹果手机,,,,,(空),8,“哇塞”配置,作为5座车配置了后排“女王”沙发，选装价格5000元，车展限时赠送。且沙发展开情况下，后备箱空间仍然很大,本人身高163，副驾无人情况下，后排沙发非常舒适,,,,,,,(空),8,车身缝隙,整车间隙较为均匀，精致感扑面而来,暂未发现,,,,,,,,,(空),5,其他〖车展未体验这块〗,,,,,,,车展未体验这块,车展未体验这块,(空),9,座椅舒适性┋舒适配置,包裹性较好，优点是后排也很舒服,暂未发现,,,后排电动沙发、-6~50℃小冰箱、后排座椅屏幕、电动遮阳帘等配置比较惊喜,身高超过170cm对于电动沙发的体验将大打折扣,,,,,,,(空),9,储物空间,后备箱较大，前备箱也很实用,中控为了小冰箱牺牲一定储物空间,,,,,,,,,(空),8,接待与专业性,,,直营店模式，销售表达和介绍均比较专业,暂未发现,,,,,(空),,其他〖车展未试驾〗,,,,,,,,,,,(空),,,(空),,(空)
106,1351秒,45-49岁,男,已婚2孩/多人口,是，请补充车型〖BEV Hyper HT〗,1,2,4,3,极氪,极氪9x 顶配,极氪交付中心广州番禺交付体验中心,9,车型整体┋前脸/侧围┋漆面/颜色,硬朗、大气,,硬朗,,稳重大气低调豪华,,,,(空),9,内饰设计风格与布局┋用料及工艺┋色彩与氛围┋设计细节,豪华低调,,触感细腻柔软,,有温度,,细腻、有温度,,,,(空),9,UI设计┋应用生态┋语音助手┋独特功能亮点,,,简介、关键功能触手可及,,常用功能都有,,流畅,,触键触手可及,,,,(空),8,“哇塞”配置┋科技配置,电吸门控制装置触手可及,爽,,,可以移动的视频设备,,,,(空),9,车身缝隙┋材质/颜色一致性┋开闭件质感┋按键质感,精细,,很体贴,,舒适、不毛躁,,舒适,,,,(空),9,安全信息的表达┋被动安全┋主动安全,安全放心,,,,,,,,(空),9,座椅舒适性┋空间┋舒适配置┋静谧性┋空调感受,很舒适按摩力度好,,足够，二排三排可以同时坐1.8米身高乘客,,座椅按摩通风配置了二排座椅,,够安静,大荧幕的轨道在粗糙路面是否有震荡噪音未知,制冷效果可以,,,,(空),8,储物空间┋便利性设计┋按键操作便利性┋充电便利性,够多的够用,,方便,,足够方便,,便利,,,,(空),9,门店感受┋接待与专业性┋讲解与演示,方便进出,,热情,,能够触达内心需求,,,,(空),8,底盘调教┋视野┋风噪/胎噪等静谧行,,,,,,,,,,,(空),,,(空),,(空)
107,3981秒,35-39岁,男,已婚1孩,是，请补充车型〖AION Y〗,5,5,5,5,吉利,银河A7-顶配,广州-车展,9,车型整体,外观大气，符合大众审美,车高较高，显得车宽看起来比较窄,,,,,,,,9,内饰设计风格与布局,浅色设计，车内明亮，符合家用,方向盘形状奇怪，不喜欢,,,,,,,,,,8,UI设计,,,主界面简洁，有点像电脑pad,主界面上放置的程序较少，使用不太便利,,,,,,,,,,9,“哇塞”配置┋其他〖19寸马牌轮胎，在此价位实属罕见〗,抬头显示，座椅按摩,座椅按摩力度挺大的,,,,,19寸马牌轮胎,,,9,按键质感,,,,,,,保留很多实体按键，拨钮，旋钮，,操作质感一般,,,,9,被动安全,,,全系标配侧气囊及侧气帘,,,,,,,9,座椅舒适性┋空间,有座椅按摩和通风加热，感觉比较软,后排坐垫较高,后排空间越级体验,后排头部空间略显不足，可能是全景天窗的影响,,,,,,,,,,9,按键操作便利性,,,,,保留很多实体按键，机械门把手,按键质感一般,,,,,,9,接待与专业性,,,接待积极，接待人员都比较年轻，提出疑问多能解答,,,,,,,,(空),,,,,,,,,,,(空),到店用户多30岁以上,,(空),机械门把手，既美观又实用，又便宜；建议将我司电子门把手均换回机械门把手,
108,4705秒,35-39岁,男,已婚2孩/多人口,是，请补充车型〖雅阁HEV〗,3,3,3,1,极氪,9X，顶配,广州车展极氪展台,9,车型整体┋前脸/侧围┋漆面/颜色,车身看起来非常大气，有档次，豪华感十足,COPY 劳斯莱斯的设计，借鉴因素过多,车身比例姿态十分优秀，耐看,,车漆闪闪发光，质感高，不廉价,,,,,9,内饰设计风格与布局┋用料及工艺┋色彩与氛围,内饰质感非常高，第三排座椅舒适性好，第三排甚至都有车窗遮阳帘,座椅稍显厚重,触摸舒服，无异味,双连屏设计无创新,灯光设计恰到好处,,,,,,,9,UI设计┋应用生态,,,显示十分高清，操作简单易上手,和低价位的银河车型无本质差异,APP较为丰富,车机和廉价的银河没有本质差异,,,,,,,,8,舒适配置,(跳过),(跳过),二排按摩非常到位，第三排座椅舒适性很好，,二排过道偏窄，进出不自然,,,,,(空),9,车身缝隙┋材质/颜色一致性┋开闭件质感,缝隙均匀且一致性好,,车漆较为厚实，不显薄,,关门声音厚重感强,,,,,,(空),6,其他〖车头厚重感带来的安全感〗,,,,,,,座椅包裹性较强，有种被座椅环绕保护的感觉,,(空),9,座椅舒适性┋空间,座椅支撑很好，包裹性好,三排座椅靠背较硬,空间大，腿部可以自然伸展,二排进出通道偏窄,,,,,,,,,,8,储物空间┋便利性设计,储物空间较多且大,,上下车座椅会自动后退，便于下车,中控实体按键几乎没有，,,,,,,,(空),7,其他〖车展体验，非门店体验〗,,,,,,,,,(空),7,其他〖未体验驾驶动态〗,,,,,,,,,,,(空),35岁以上群体为主，普遍穿着较有品味,尾箱天地门设计，后备箱显大,(空),,(空)
109,3016秒,35-39岁,男,已婚1孩,是，请补充车型〖AION Y〗,5,5,5,5,北汽极狐,极狐T1-425max顶配,广州-车展,8,车型整体,年轻动感,尾部设计有点不协调,,,,,,,,7,用料及工艺,,,内饰设计简洁,内饰多为硬塑料，质感不好,,,,,,,,8,应用生态,,,,,基本应用功能都有,APP比较少，且未找到可下载的地方,,,,,,,,8,舒适配置,(跳过),(跳过),热泵空调全新标配,主驾座椅电调，360影像未全系标配,,,,,,9,车身缝隙,车身缝隙小，均匀,可能是贴了车膜导致的,,,,,,,,,,8,被动安全,,,全系标配侧气囊,侧气帘仅顶配配置，应全新标配,,,,,,7,座椅舒适性┋空间,座垫软硬适中,靠背非常硬，座垫短，包裹性差,后排空间不错，整体空间感充裕,,,,,,,,,,,6,按键操作便利性,,,,,开门按键比较大，且颜色与周边不同，比较醒目,取消大部分实体按键，如天幕遮掩帘，空调等，操作不方便,,,,,,8,接待与专业性,,,接待及时,热情度一般，专业度一般,,,,,,,(空),,,,,,,,,,,(空),用户年龄多35岁左右,充分利用备胎池做成储物空间,,取消补胎机构，释放备胎池空间，做成储物空间,
110,920秒,25-29岁,男,已婚0孩,是，请补充车型〖昊铂gt〗,3,2,2,2,福特,福特智趣烈马,广州车展福特展台,7,车型整体,方正,前脸设计有点奇怪，不太好看,,,,,,,,8,内饰设计风格与布局┋用料及工艺,简约,翻毛皮太多,有翻毛皮,拼凑混乱,,,,,,,,8,UI设计┋应用生态┋独特功能亮点,,,简约现代,功能,有高德,娱乐app生态太少,,,有路书app,,,,,6,舒适配置,(跳过),(跳过),,座椅通风加热开启入口复杂,,,,,,8,按键质感,,,,,,,紧实顺滑,,,,,7,安全信息的表达,仪表信息显示全面,,,,,,,,,5,座椅舒适性,,座椅硬,,,,,,,,,,,,5,按键操作便利性,,,,,,实体按键少,,,,,,5,接待与专业性,,,,无主动接待,,,,,(空),8,视野,,,视野正常 有车头后视镜补盲,,,,,,,,,,,(空),,(空)
111,816秒,25-29岁,男,已婚0孩,是，请补充车型〖影豹〗,4,3,5,4,启源A06,630激光utral,广州车展,9,车型整体┋前脸/侧围,运动，掀背门，卡钳罩,前脸太圆润了,侧围比较高级,前脸太圆润了,,,,,,9,用料及工艺┋设计细节,,,拉手都是皮质的，化妆镜很大，可多档调节,,,,后排座椅放倒后，手部依旧有支撑,,,,,8,独特功能亮点,,,,,,,,,可以自定义多个场景预设,,,,(空),9,舒适配置,(跳过),(跳过),四个座椅都有加热通风按摩,,,,,,(空),6,按键质感,,,,,,,自定义旋钮比较松,,,,,8,主动安全,,,,,高阶智驾,,,,(空),9,座椅舒适性┋空间┋舒适配置,后排座椅放倒角度很大，均配备按摩，,没有后排屏幕,后排空间很大,,天幕大且覆盖遮阳帘,,,,,,,,(空),8,储物空间,冰箱扶手箱,,,,,,,,,,(空),4,接待与专业性,,,,车展无人接待,,,,,(空),,(空),,,,,,,,,,,(空),,,(空),,(空)
112,961秒,40-44岁,男,已婚2孩/多人口,是，请补充车型〖GM6〗,2,2,4,2,蔚来,新ES8,广州市番禺桥南店,7,漆面/颜色,,,,,触感好,贵？,,,,8,用料及工艺,,,温馨感,,,,,,,,,7,UI设计,,,易上手，流畅，细腻,,,,,,,,,,,6,“哇塞”配置,舒适领航,舒适性提升,,,,,,,,8,材质/颜色一致性,,,非常一致,个别细节也不太好，导轨外露,,,,,,,,7,其他〖体验不到〗,,,,,,,体验不到,体验不到,(空),7,空间,,,空间感好大，第三排也不局促,,,,,,,,,,,8,储物空间,前备箱大,,,,,,,,,,(空),8,门店感受,舒适敞亮,,,,,,,,,8,底盘调教,均衡，舒适运动区别明显,内饰悬架烂路有一点异响,,,,,,,,,(空),时尚，精致，沉稳,未发现特别之处,(空),用料挺好，不计成本,(空)
113,16668秒,25-29岁,女,未婚/单身,否,3,4,4,2,小鹏,小鹏X9-增程7座版,广州市-番禺天河城店,6,车型整体┋前脸/侧围,外观整体比较前卫,尾部棱角较多，较为尖锐,设置主动闭合式进气格栅，小鹏系设计语言贯穿灯具有标志性,暂无,,,,,,7,内饰设计风格与布局┋色彩与氛围┋设计细节,1、内饰整体设计风格简约而不失科技感。中控台布局简洁明了，大尺寸的中控显示屏集成了众多车辆控制功能，操作方便直观。,1、部分塑料设置拉低了整体板块体验感,,,1、香味浓淡设置、气味调节具有自定义性质2、环氛围灯整体烘托体验丰富,暂无明显劣势,1、窗位边界做得很薄,1、冰箱位没有做内切设计，材质上易于留痕，脚踢印记比较明显,,,,7,语音助手┋独特功能亮点,,,,,,,1、语音交互回复打断也能听得到，在语音助手回复的过程中打断提问也可以自如的接上。,暂无明显劣势,1、座舱内娱乐屏向外翻折，角度可设置到180度躺倒时直接能观看。2、屏幕设置角度通过滑移的方式可以快速设置，设置便捷。,1、座舱内设置为电动的功能占了半数，但是在使用上部分缺乏防夹手设置。,,,,7,科技配置,(跳过),(跳过),,,智驾系统可信任，体验感佳，乘坐体验与正常驾驶无异，其智能驾驶辅助系统涵盖了自动紧急制动、车道居中保持、盲点监测等多项功能。,暂无明显劣势,,,(空),7,车身缝隙┋开闭件质感,整车车身缝隙连接自然。,暂无明显劣势点,,,1、冰箱电动开启是通过缓冲推出。2、一排手扶箱设置保密空间，不能随意开启。,暂无明显劣势,,,,,,7,安全信息的表达┋主动安全,暂无明显优秀点,在行车过程中乘客开启零重力模式的安全提醒是在中控屏播报的，对于正在零重力的二排乘客而言是听不清楚的。,,,自动泊车使用时会如果遇到人不会直接停下并且提醒，而是反复调整位置，达到一个可以停好的点位。,暂无明显劣势点,,,(空),7,座椅舒适性┋空间┋静谧性,二排舒适度高，功能板块统一设置易用。,三排头枕明显较薄，二排扶手较窄，支撑感不强。,可以通过三排折叠释放三排空间，与后备箱接连形成较大的平面空间作为储存收纳或休息用途。,三排空间平铺后实际空间较宣传感受小，平整度存在落差。,,,行车过程中整体噪音不高，与车窗防窥膜结合整体形成静谧感完整的体验。,在零重力模式下，按摩等电机的声音会在耳边响起，带来不适。,,,,,,8,储物空间┋按键操作便利性┋充电便利性,1、三排折叠后可进行长物件储物,1、三排折叠后若放置较多物品，在行驶过程中可能会出现物品偏移晃动的情况，针对此类情况并无提前预备或考虑。,,,1、按钮缝隙合理，功能板块同一输出，icon较为清晰易懂。2、扶手设置开关键比较符合使用动线,1、后备箱按键存在一定的滞后性，多功能合并有一定的学习成本。,1、后备箱插座、座椅充电位、前排CNSL充电位配备较为齐全。,暂无明显劣势点,,,,8,接待与专业性┋讲解与演示,,,接待态度佳，相对较有耐心,在试驾过程中，没有提前确认路况，堵车时间较长,讲解较为耐心,讲解过程中会有一些点存在回复不及时或者卡顿情况,,,(空),7,底盘调教┋驾驶感受(加速、制动、专项等）┋风噪/胎噪等静谧行,底盘可以根据使用情况调节软硬度，整体感受符合30W+MPV驾驶体验,暂无明显劣势点,,,1、加速在设计时应该是考虑到MPV的属性，在起步速度上做了调整过渡与油车体验感相似。,暂无明显劣势点,1、噪音不明显，行驶过程中较为安静,暂无明显劣势点,,,(空),品牌到店群体多为25-35岁年龄段，多数为年轻人，用户对整体造型、内饰空间及后排放平等比较关注。,车内娱乐屏角度达到180度时，若一二排躺下，可以躺着观看娱乐屏。,(空),,(空)
