issue_id,name,source_column,mention_count
Issue_455,空间,seat_comfort_negative_feedback,1
Issue_456,舒适性,seat_comfort_negative_feedback,1
Issue_457,座椅软硬度,seat_comfort_negative_feedback,1
Issue_458,前排座椅肩部高度,seat_comfort_negative_feedback,1
Issue_459,前排座椅外观,seat_comfort_negative_feedback,1
Issue_460,后排视野,seat_comfort_negative_feedback,1
Issue_461,全包围感,seat_comfort_negative_feedback,1
Issue_462,主驾侧板,seat_comfort_negative_feedback,1
Issue_463,上下车舒适性,seat_comfort_negative_feedback,1
Issue_464,座椅散热性,seat_comfort_negative_feedback,1
Issue_465,悬架硬度,seat_comfort_negative_feedback,1
Issue_466,用料质量,seat_comfort_negative_feedback,1
Issue_467,三排台阶,space_negative_feedback,1
Issue_468,二排座椅,space_negative_feedback,1
Issue_469,凹陷区域,space_negative_feedback,1
Issue_470,视觉平整度,space_negative_feedback,1
Issue_471,躺睡舒适性,space_negative_feedback,1
Issue_472,车身尺寸,space_negative_feedback,2
Issue_473,停车便利性,space_negative_feedback,1
Issue_474,侧面头部空间,space_negative_feedback,1
Issue_475,后排宽度,space_negative_feedback,1
Issue_476,儿童躺平睡觉,space_negative_feedback,1
Issue_477,右膝空间,space_negative_feedback,1
Issue_478,后排头部空间,space_negative_feedback,1
Issue_479,全景天窗,space_negative_feedback,1
Issue_480,二排进出通道,space_negative_feedback,1
Issue_481,三排空间,space_negative_feedback,1
Issue_482,空间平整度,space_negative_feedback,1
Issue_483,储物空间,space_negative_feedback,1
Issue_484,头部空间,space_negative_feedback,1
Issue_485,腿部空间,space_negative_feedback,1
Issue_486,充电接口,space_negative_feedback,1
Issue_487,杯架,space_negative_feedback,1
Issue_488,便利性配置,space_negative_feedback,1
Issue_489,前排拉手,space_negative_feedback,1
Issue_490,拉手高度,space_negative_feedback,1
Issue_491,单手操作便利性,space_negative_feedback,1
Issue_492,第三排空间,space_negative_feedback,1
Issue_493,6座布局实用性,space_negative_feedback,1
Issue_494,零重力座椅,comfort_features_negative_feedback,1
Issue_495,舒适性配置,comfort_features_negative_feedback,1
Issue_496,中控台后排出风口,comfort_features_negative_feedback,1
Issue_497,座椅调节角度,comfort_features_negative_feedback,1
Issue_498,腰托调节,comfort_features_negative_feedback,1
Issue_499,电动沙发体验,comfort_features_negative_feedback,1
Issue_500,6座布局,comfort_features_negative_feedback,1
Issue_501,风噪,quietness_negative_feedback,2
Issue_502,轨道震荡噪音,quietness_negative_feedback,1
Issue_503,电机噪音,quietness_negative_feedback,1
Issue_504,风向调节,air_conditioning_negative_feedback,1
Issue_505,制冷速度,air_conditioning_negative_feedback,1
Issue_506,悬架偏硬,riding_comfort_other_negative_feedback,1
Issue_507,减速带颠簸,riding_comfort_other_negative_feedback,1
Issue_508,颠簸,riding_comfort_other_negative_feedback,1
Issue_509,行李箱,storage_space_negative_feedback,1
Issue_510,方向盘开关,storage_space_negative_feedback,1
Issue_511,按键,storage_space_negative_feedback,1
Issue_512,副驾储物盒,storage_space_negative_feedback,1
Issue_513,副仪表置杯架,storage_space_negative_feedback,1
Issue_514,后排座椅放倒操作,storage_space_negative_feedback,1
Issue_515,后排座椅立起操作,storage_space_negative_feedback,1
Issue_516,后备箱操作,storage_space_negative_feedback,1
Issue_517,中控储物空间,storage_space_negative_feedback,1
Issue_518,小冰箱,storage_space_negative_feedback,1
Issue_519,三排座椅折叠后行李固定,storage_space_negative_feedback,1
Issue_520,物品偏移晃动,storage_space_negative_feedback,1
Issue_521,行李厢X向尺寸,storage_space_negative_feedback,1
Issue_522,行李箱储物空间,storage_space_negative_feedback,1
Issue_523,副驾储物箱,storage_space_negative_feedback,1
Issue_524,后备箱空间,storage_space_negative_feedback,1
Issue_525,冰箱,storage_space_negative_feedback,1
Issue_526,console储物空间,storage_space_negative_feedback,1
Issue_527,主驾位冰箱取物,convenience_design_negative_feedback,1
Issue_528,娱乐屏角度调节方式,convenience_design_negative_feedback,1
Issue_529,前排座椅靠背后侧小桌板,convenience_design_negative_feedback,1
Issue_530,中控实体按键,convenience_design_negative_feedback,1
Issue_531,语音助手能力,convenience_design_negative_feedback,1
Issue_532,车机任务支持范围,convenience_design_negative_feedback,1
Issue_533,三排座椅翻折后纵向空间,convenience_design_negative_feedback,1
Issue_534,方向盘电动调节,convenience_design_negative_feedback,1
Issue_535,前排按键,button_operation_negative_feedback,1
Issue_536,界面布局,button_operation_negative_feedback,1
Issue_537,定义,button_operation_negative_feedback,1
Issue_538,空调实体件,button_operation_negative_feedback,1
Issue_539,右侧显示屏,button_operation_negative_feedback,1
Issue_540,后视镜调节操作,button_operation_negative_feedback,1
Issue_541,尺寸,button_operation_negative_feedback,1
Issue_542,按键,button_operation_negative_feedback,1
Issue_543,模式开关,button_operation_negative_feedback,1
Issue_544,按键质感,button_operation_negative_feedback,1
Issue_545,实体按键,button_operation_negative_feedback,2
Issue_546,天幕遮掩帘,button_operation_negative_feedback,1
Issue_547,空调,button_operation_negative_feedback,1
Issue_548,后备箱按键,button_operation_negative_feedback,1
Issue_549,多功能按键,button_operation_negative_feedback,1
Issue_550,车门解锁按键,button_operation_negative_feedback,1
Issue_551,隐藏式门把手,button_operation_negative_feedback,1
Issue_552,盲操,button_operation_negative_feedback,1
Issue_553,接待人员跟进,store_experience_negative_feedback,1
Issue_554,重视程度,store_experience_negative_feedback,1
Issue_555,专业性,store_experience_negative_feedback,1
Issue_556,店内布置,store_experience_negative_feedback,1
Issue_557,讲解深度,store_experience_negative_feedback,1
Issue_558,信息准确性,store_experience_negative_feedback,1
Issue_559,专业词汇使用,store_experience_negative_feedback,1
Issue_560,车型讲解覆盖度,store_experience_negative_feedback,1
Issue_561,空间大小,store_experience_negative_feedback,1
Issue_562,目标人群适配性,store_experience_negative_feedback,1
Issue_563,老登,store_experience_negative_feedback,1
Issue_564,接待人员跟进,reception_professionalism_negative_feedback,1
Issue_565,重视程度,reception_professionalism_negative_feedback,1
Issue_566,功利性,reception_professionalism_negative_feedback,1
Issue_567,专业性,reception_professionalism_negative_feedback,1
Issue_568,常用备件供应,reception_professionalism_negative_feedback,1
Issue_569,到店次数,reception_professionalism_negative_feedback,1
Issue_570,宣传真实性,reception_professionalism_negative_feedback,1
Issue_571,接待人员,reception_professionalism_negative_feedback,1
Issue_572,热情度,reception_professionalism_negative_feedback,1
Issue_573,专业度,reception_professionalism_negative_feedback,1
Issue_574,主动接待,reception_professionalism_negative_feedback,1
Issue_575,车展接待,reception_professionalism_negative_feedback,1
Issue_576,路况确认,reception_professionalism_negative_feedback,1
Issue_577,试驾堵车,reception_professionalism_negative_feedback,1
Issue_578,专业能力,reception_professionalism_negative_feedback,1
Issue_579,流程自动化,reception_professionalism_negative_feedback,1
Issue_580,操作错误,reception_professionalism_negative_feedback,2
Issue_581,专业词汇使用,reception_professionalism_negative_feedback,1
Issue_582,智驾搭载计划,reception_professionalism_negative_feedback,1
Issue_583,车展导购资质,reception_professionalism_negative_feedback,1
Issue_584,导购专业性,reception_professionalism_negative_feedback,1
Issue_585,导购敬业度,reception_professionalism_negative_feedback,1
Issue_586,销售人员行为规范,reception_professionalism_negative_feedback,1
Issue_587,客户感知,reception_professionalism_negative_feedback,1
Issue_588,车型信息了解不足,reception_professionalism_negative_feedback,1
Issue_589,储物空间开启方式不熟悉,reception_professionalism_negative_feedback,1
Issue_590,功能演示不正确,reception_professionalism_negative_feedback,1
Issue_591,专业性不足,reception_professionalism_negative_feedback,1
Issue_592,共情能力不足,reception_professionalism_negative_feedback,1
Issue_593,销售人员非真实用户,reception_professionalism_negative_feedback,1
Issue_594,需求理解不充分,reception_professionalism_negative_feedback,1
Issue_595,主动性不足,reception_professionalism_negative_feedback,1
Issue_596,三排沉坑效果,demonstration_negative_feedback,1
Issue_597,讲解口语化程度,demonstration_negative_feedback,1
Issue_598,专业性,demonstration_negative_feedback,1
Issue_599,多功能熟悉度,demonstration_negative_feedback,1
Issue_600,核心卖点讲解清晰度,demonstration_negative_feedback,1
Issue_601,回复及时性,demonstration_negative_feedback,1
Issue_602,讲解卡顿,demonstration_negative_feedback,1
Issue_603,功能了解程度,demonstration_negative_feedback,1
Issue_604,动态功能演示,demonstration_negative_feedback,1
Issue_605,悬架软硬自动调节,chassis_tuning_negative_feedback,1
Issue_606,悬架异响,chassis_tuning_negative_feedback,1
Issue_607,悬架硬度,chassis_tuning_negative_feedback,1
Issue_608,悬架滤振,chassis_tuning_negative_feedback,1
Issue_609,底盘硬度,chassis_tuning_negative_feedback,1
Issue_610,悬架软度,chassis_tuning_negative_feedback,1
Issue_611,试驾,view_negative_feedback,1
Issue_612,内后视镜,view_negative_feedback,1
Issue_613,发动机盖,view_negative_feedback,2
Issue_614,前下视野,view_negative_feedback,1
Issue_615,A柱,view_negative_feedback,1
Issue_616,HUD,view_negative_feedback,1
Issue_617,车身尺寸,view_negative_feedback,1
Issue_618,船感,driving_experience_negative_feedback,1
Issue_619,单踏板模式顿挫,driving_experience_negative_feedback,1
Issue_620,加减速不平顺,driving_experience_negative_feedback,1
Issue_621,制动不灵敏,driving_experience_negative_feedback,1
Issue_622,动力不足,driving_experience_negative_feedback,1
Issue_623,加速噪声,noise_reduction_negative_feedback,1
Issue_624,噪音,noise_reduction_negative_feedback,1
Issue_625,胎噪,noise_reduction_negative_feedback,1
